concept,photo,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,condition,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,ins.started,ins.stopped,con1.started,con1.stopped,text.started,text.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.started,key_resp_5.stopped,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,text_3.started,text_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.started,key_resp_6.stopped,image_2.started,image_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.started,key_resp_4.stopped,text_2.started,text_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,textbox.text,textbox.started,textbox.stopped,button.started,button.stopped,button.numClicks,button.timesOn,button.timesOff,input.keys,input.rt,input.started,input.stopped,participant,condition,date,expName,psychopyVersion,frameRate,
pie,pie1.jpg,0,8,8,4,,,,,,,,,,,,,,,,,,,,93.79037765099201,None,space,0.8485922348918393,94.28272968693636,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
camel,camel1.jpg,0,9,9,13,,,,,,,,,,,,,,,,,,,,95.16665595094673,None,space,0.8623198569985107,95.649274513009,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
banana,banana1.jpg,0,10,10,7,,,,,,,,,,,,,,,,,,,,96.54859174997546,None,space,0.7240500909974799,97.03189763100818,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
bridge,bridge1.jpg,0,11,11,2,,,,,,,,,,,,,,,,,,,,97.79734436201397,None,space,1.0571176779922098,98.28233090601861,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
chairs,chairs2.jpg,0,12,12,3,,,,,,,,,,,,,,,,,,,,99.38064799201675,None,space,0.8757712990045547,99.86554365500342,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
carrots,carrots1.jpg,0,13,13,14,,,,,,,,,,,,,,,,,,,,100.78157442994416,None,space,1.5633191450033337,101.26493499893695,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
frog,frog1.jpg,0,14,14,1,,,,,,,,,,,,,,,,,,,,102.86758864996955,None,space,0.6959655149839818,103.34913971694186,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
rabbit,rabbit1.jpg,0,15,15,6,,,,,,,,,,,,,,,,,,,,104.07835262303706,None,space,0.5547117339447141,104.5655653240392,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.15012156497687,None,space,1.8551482290495187,107.13159133202862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
fish,fish3.jpg,,,,,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.04790526104625,None,space,0.5029732170514762,109.53265324700624,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
cat,cat1.jpg,,,,,0,1,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.08273856993765,None,space,0.42660584999248385,110.56589575996622,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
whale,whale1.jpg,,,,,0,2,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0312233469449,None,space,0.29174707795027643,111.51564858295023,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
lion,lion1.jpg,,,,,0,3,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.84729112801142,None,space,0.19798846798948944,112.33249343198258,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
leaves,leaves1.jpg,,,,,0,4,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.56326308904681,None,space,0.19316959893330932,113.04924150102306,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
grapes,grapes1.jpg,,,,,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.28600272303447,None,space,0.18613959208596498,113.76632472302299,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
bear,bear1.jpg,,,,,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.00221083196811,None,space,0.1550937049323693,114.4826327089686,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
train,train1.jpg,,,,,0,7,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.68529147899244,None,space,0.2008209970081225,115.16653231193777,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
bench,bench1.jpg,,,,,0,8,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.41823376098182,None,space,0.13875771197490394,115.89991624699906,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
tree,tree1.jpg,,,,,0,9,9,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.08483504899777,None,space,0.18396340205799788,116.56631956703495,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
bike,bike3.jpg,,,,,0,10,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.80197200702969,None,space,0.4320138939656317,117.28323510300834,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
bird,bird3.jpg,,,,,0,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.75225985201541,None,space,0.16209284297656268,118.23239517700858,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
turtle,turtle3.jpg,,,,,0,12,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.43284630402923,None,space,0.14335599192418158,118.91693985403981,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
apples,apples4.jpg,,,,,0,13,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.10395390901249,None,space,0.23306906502693892,119.59882305399515,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
phone,phone1.jpg,,,,,0,14,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8669854849577,None,space,0.095861253910698,120.34937387297396,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
strawberries,strawberries4.jpg,,,,,0,15,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.49158064497169,None,space,0.13249683601316065,120.98271365801338,None,,,,,,,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.13386920501944,None,space,0.5070291369920596,123.11537353903987,None,,,,,,,,,,,,,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Type your answers here,123.68146712693851,None,123.74386381101795,None,1,[17.81065130897332],[17.81066124199424],s,16.0238133079838,123.68146712693851,None,,,2021_Mar_04_1650,df_e1,2021.1.2,59.964580237380886,
